"expansion_id","candidate_id","normalized_narrative_sha256","annotation_pass","sif_label","sif_evidence_excerpt","sif_rationale","hazard_energy_assessment","hazard_energy_evidence","personnel_exposure_assessment","personnel_exposure_evidence","barrier_failure_assessment","barrier_failure_evidence","credible_consequence_assessment","credible_consequence_evidence","uncertainty_reason","LSR01_target","LSR01_evidence","LSR01_violation_status","LSR01_unknown_reason","LSR02_target","LSR02_evidence","LSR02_violation_status","LSR02_unknown_reason","LSR03_target","LSR03_evidence","LSR03_violation_status","LSR03_unknown_reason","LSR04_target","LSR04_evidence","LSR04_violation_status","LSR04_unknown_reason","LSR05_target","LSR05_evidence","LSR05_violation_status","LSR05_unknown_reason","LSR06_target","LSR06_evidence","LSR06_violation_status","LSR06_unknown_reason","LSR07_target","LSR07_evidence","LSR07_violation_status","LSR07_unknown_reason","LSR08_target","LSR08_evidence","LSR08_violation_status","LSR08_unknown_reason","LSR09_target","LSR09_evidence","LSR09_violation_status","LSR09_unknown_reason","annotation_status","label_provenance","annotation_version","annotator_model","annotator_id","annotated_at_utc"
"EXP-V0.4-0251","OSHA-SIR-2024054426","ea284ec9ae492b79fe840ea57acedac4f0b4d75be46a7a07994c1a7390a8f561","PASS1","UNCERTAIN","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","The narrative does not state the fall height or enough surrounding geometry to establish credible SIF-level fall energy.","UNKNOWN","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","SUPPORTED","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","UNKNOWN","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","UNKNOWN","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","The narrative does not state the fall height or enough surrounding geometry to establish credible SIF-level fall energy.","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","NOT_ESTABLISHED","N/A","UNKNOWN","An employee was washing a boat when they fell from the boat to the ground. The employee sustained a compression fracture to a vertebra.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","unresolved","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0252","OSHA-SIR-2024076950","575410204d0ba09798f8becf2fca5405530095b96a5ffde9e9e844b30912f701","PASS1","UNCERTAIN","An employee sustained fractures to their left index, middle and ring fingers.","The injury is stated without any event mechanism, hazard, exposure, or barrier detail.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","The injury is stated without any event mechanism, hazard, exposure, or barrier detail.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","UNKNOWN","An employee sustained fractures to their left index, middle and ring fingers.","UNKNOWN","The narrative lacks enough activity or control detail to assess this rule reliably.","unresolved","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0253","OSHA-SIR-2016054712","d62b1a16a00ccfdf5b5c82f67bf909637816dfae2f33f4a71ac2c0439047c5ac","PASS1","SIF_POTENTIAL","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","The moving vehicle or mobile-equipment exposure supports credible fatal or permanently disabling impact or crush consequences.","SUPPORTED","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","SUPPORTED","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","SUPPORTED","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","SUPPORTED","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was closing a gate. A forklift driver came to help the employee. The unattended forklift then went backwards and pinned the employee against a wire fence, fracturing the employee's pelvis.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0254","OSHA-SIR-2015020099","a1c4b14adad925543d06fdf58408eecfcc6aedf38f2cd5637813ea6ea7af95ca","PASS1","SIF_POTENTIAL","While fighting a fire at the shop, employee received a burn to the left leg.","The described fire, pressure, chemical, atmospheric, or electrical exposure supports credible fatal or permanently disabling harm.","SUPPORTED","While fighting a fire at the shop, employee received a burn to the left leg.","SUPPORTED","While fighting a fire at the shop, employee received a burn to the left leg.","SUPPORTED","While fighting a fire at the shop, employee received a burn to the left leg.","SUPPORTED","While fighting a fire at the shop, employee received a burn to the left leg.","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","NEGATIVE","While fighting a fire at the shop, employee received a burn to the left leg.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0255","OSHA-SIR-20241211107","120327f03327c698b08eafd09100f69a9d3850b0f0e45ca6f57b8e0ad390d034","PASS1","SIF_POTENTIAL","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","The moving vehicle or mobile-equipment exposure supports credible fatal or permanently disabling impact or crush consequences.","SUPPORTED","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","SUPPORTED","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","SUPPORTED","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","SUPPORTED","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was driving a forklift when his left leg slipped outside the machine and was caught between the forklift and stationary racking. The employee was hospitalized with fractures to their ankle/lower leg and required surgery.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0256","OSHA-SIR-2020032350","297f15062d96ce852e64f5451dde6292923f257bb862966dce6fad442c51f73f","PASS1","SIF_POTENTIAL","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","The moving vehicle or mobile-equipment exposure supports credible fatal or permanently disabling impact or crush consequences.","SUPPORTED","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","SUPPORTED","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","SUPPORTED","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","SUPPORTED","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was struck by a motor vehicle in a construction zone, suffering a broken clavicle, ribs, and pelvis.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0257","OSHA-SIR-2024010422","0409cf7b2e20d2fbd0b3d1c9a8677931cae2efad6dc816d509a159966983ad8e","PASS1","NON_SIF_POTENTIAL","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","The described low-height, same-level, or low-energy event does not add conditions supporting credible fatal or life-altering harm.","SUPPORTED","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","SUPPORTED","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_SUPPORTED","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_SUPPORTED","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","NEGATIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","POSITIVE","On January 16, 2024, an employee was on the top step of a three-step ladder while retrieving a box of tomatoes from a kitchen shelf. The box handle tore, causing the employee to lose their balance and fall to the ground. The employee suffered fractures to their left shoulder, ribs and ankle.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0258","OSHA-SIR-2015050159","7bce69d1a1a9c8201bfd69f69502e031453d8cbfe9c979ef2199fbc3836efb1e","PASS1","SIF_POTENTIAL","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","The moving vehicle or mobile-equipment exposure supports credible fatal or permanently disabling impact or crush consequences.","SUPPORTED","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","SUPPORTED","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","SUPPORTED","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","SUPPORTED","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was injured when caught between an order-picker powered industrial truck and a storage rack. She received multiple fractures in her back and was hospitalized.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0259","OSHA-SIR-20211210323","c759d4168a68f4ea65d9e481dfd25b53cc9ae73493692b3a0b21d6a828d626b9","PASS1","SIF_POTENTIAL","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","The described fall-from-height or elevated-work mechanism supports credible fatal or permanently disabling trauma.","SUPPORTED","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","SUPPORTED","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","SUPPORTED","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","SUPPORTED","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","NEGATIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","NOT_ESTABLISHED","N/A","POSITIVE","An employee was climbing a ladder to the billboard platform when the ladder disconnected from the platform and the employee fell approximately 33 feet to the ground, resulting in broken bones.","ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
"EXP-V0.4-0260","OSHA-SIR-2020099296","3ad7e8945954e2bcfec9d1b694dd34203bc23be939b5b515bcf0128bb092af2d","PASS1","SIF_POTENTIAL","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","The described machinery, cutting, pinch-point, or stored-energy exposure supports credible permanently disabling injury.","SUPPORTED","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","SUPPORTED","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","SUPPORTED","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","SUPPORTED","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","POSITIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","POSITIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","NEGATIVE","The grinding blade on a deactivated meat grinding machine amputated an employee's right middle fingertip.","NOT_ESTABLISHED","N/A","completed","AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH","gpt-5.6-sol-ai-assisted-v0.4.0","gpt-5.6-sol","pass1-batch-02","2026-09-10T14:00:44Z"
