expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0501,OSHA-SIR-2017032818,OSHA_SIR,2017032818,2017,Incident,"Pedestrian struck by vehicle in roadway, unspecified","PARIS, TEXAS","An employee was struck by a vehicle while grouting a manhole, suffering multiple fractures and lacerations to the face and left knee.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f48010b0aa12,048ca75a4f9c79d226d07d2f9f90eb2ea670b5c24bcc3349e49668302442fd12,LSR02;LSR03;LSR06,LSR02,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0502,OSHA-SIR-20201010310,OSHA_SIR,20201010310,2020,Incident,Demolition or blasting explosion ,"REDFIELD, ARKANSAS","An employee was holding a pole with an explosive charge on the end of it, which was being used to de-slag a boiler. The explosive charge ignited and caused lacerations to the employee's left hand which resulted in amputation of the hand.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9a08ccd8b8fb,f4812846a2b10c149ac55b20eedacc3bd2096005083d128ca7055a0153eb4bd9,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0503,OSHA-SIR-2019010923,OSHA_SIR,2019010923,2019,Incident,Other fall to lower level 16 to 20 feet,"PANAMA CITY BEACH, FLORIDA","An employee was climbing up a ladder to replace a metal roof. As he was getting ready to connect to a life line, he slipped and fell approximately 20 feet onto metal roof panels. The employee sustained a broken arm, pelvic fracture and facial bruises.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b31ffda6275a,68162f0d1034d54db5246795e4db83c844fa05487b43c7695f14666a0b300a1b,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0504,OSHA-SIR-2020066016,OSHA_SIR,2020066016,2020,Incident,"Struck, caught, or crushed in other collapsing structure or equipment","BRADENTON, FLORIDA","Two employees were standing next to a wall when a strong breeze caused the wall to crack. It fell onto one of the workers, covering his body in blocks. He suffered broken teeth and bones.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-bfe2f612bdf6,6d8b233c3d179811580a7367573bb238b45fcb5ed9347cf3b08069f8d24c18d1,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0505,OSHA-SIR-2021087125,OSHA_SIR,2021087125,2021,Incident,Fall from pedal cycle,"FREEPORT, MAINE","Employees were mountain biking at a team event. An employee fell on their head, sustaining a fractured C6 vertebra, and a misaligned C7 vertebra, and a separated knee ligament.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9a51465508ea,4cd4f64d8cbc191da6a8046e9a8a13231b5c38af147952ee245fcac831243e15,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0506,OSHA-SIR-2024087372,OSHA_SIR,2024087372,2024,Incident," Struck by rolling, sliding, or shifting objects non-running","PHILADELPHIA, PENNSYLVANIA","An employee was driving steel H-beams for structural support for the dock. They rigged up a beam and moved it over 5 feet, setting it down on a sheet pile and dunnage. When unhooked the rigging, the beam rolled onto the employee's left leg, fracturing it.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-64cd7bb94f51,ffb286d2eeaefc624586dd8f0bbd7cd464c209e708b359c46d540bf727389ad6,LSR03;LSR07,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0507,OSHA-SIR-2023021580,OSHA_SIR,2023021580,2023,Incident,Fall on same level due to tripping over self,"LINCOLN, NEBRASKA","An employee was standing from a seated position when they tripped and fell, sustaining a left ankle fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e847e02b0fc3,4233113d5430b4c64581bc475e34057b93f8180787a30bf99fba07d740dfa0e0,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0508,OSHA-SIR-20181111867,OSHA_SIR,20181111867,2018,Incident,Fall from collapsing structure or equipment 6 to 10 feet,"CORPUS CHRISTI, TEXAS","An employee was moving from one platform to another. The platform gave way and the employee fell 10 feet to the ground, suffering a broken left foot.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8f44ce5edc38,5b841447afbb660ad4a9c449068d7e4f989bad33f34507643d8e3cfae5bc98ff,HIGH_RISK,HIGH_RISK,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0509,OSHA-SIR-2019099476,OSHA_SIR,2019099476,2019,Incident,"Indirect exposure to electricity, greater than 220 volts","POINT COMFORT, TEXAS",An employee was descending from a crane boom due to incoming rain when lightning struck the crane boom. The employee sustained burns to the feet.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-14f5f46e4688,f2e3669b9e5e708264d2fbba4369bf5f466bbdafb0fc55e57cd625c5ed83f672,LSR07,LSR07,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0510,OSHA-SIR-2019010173,OSHA_SIR,2019010173,2019,Incident,Fall through surface or existing opening 6 to 10 feet,"LINCOLN, NEBRASKA","An employee was working on an elevated surface when he walked across a board to grab a piece of equipment. Upon returning to his work area, the board he was walking on gave way and he fell 10 feet to the concrete below, breaking his elbow. A harness was not worn at the time of the incident.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-433704191429,d796b2edc558215d107b7feea99fca9478f39673e140987869b4918168eb6656,LSR09;HIGH_RISK,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0511,OSHA-SIR-2015085558,OSHA_SIR,2015085558,2015,Incident,"Indirect exposure to electricity, greater than 220 volts","ATLANTA, GEORGIA",An employee received burns to the hands and right foot while working near overhead power lines approximately 17 ft. from side structures. The employee was carrying a 24 ft. aluminum bull float that contacted the overhead power lines.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2b989eac6927,2efbb0dbea9410a7005db3cd2be73a125c9fc9434c7edb6dc36ac9ec99529524,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0512,OSHA-SIR-2019066306,OSHA_SIR,2019066306,2019,Incident,"Exposure to other harmful substances, unspecified","WEST CHESTER, PENNSYLVANIA",Employees were providing customer care in an assisted living facility when a gastrointestinal virus broke out among customers and employees. Multiple employees experienced stomach and other health effects. Two employees were hospitalized.,Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-28054f4e76e8,73c76479a52566f0d10ee10eeb8445ae388cc910a42b739159ee902ca2540489,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0513,OSHA-SIR-2015021176,OSHA_SIR,2015021176,2015,Incident,Other fall to lower level 11 to 15 feet ,"COLUMBUS, OHIO","On or about February 5, 2015, an employee fell approximately 12 feet from an elevator pit ladder. The employee fractured his left leg and injured his back and right ankle.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-86a2616675de,997d597c302f6ff9a87d7ab0b06190e2faa234ca27d823d19a37dddc843a41ab,LSR02;LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR02,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0514,OSHA-SIR-2025043454,OSHA_SIR,2025043454,2025,Incident, Fall to lower level resulting from exposure or contact  unspecified,"HOLLYWOOD, FLORIDA","An employee was climbing a hook ladder. A piece of advertising material fell onto the employee, causing them to slip and fall from the fourth or fifth rung. The employee landed on their left arm, breaking the arm and also suffering a broken rib.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-fe82fd91732a,6406cfe5cc2abbaa56a712c49510eb5f6c4657ea46cea30895e0029755a1232b,LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0515,OSHA-SIR-2018043259,OSHA_SIR,2018043259,2018,Incident,"Injured by handheld object or equipment, unspecified","DEWEY, ILLINOIS","An employee was helping a coworker drill out bad grain with an electric drill when the employee's loose-fitting glove became entangled in the drill's chuck. The employee suffered fractures to the left index, middle, and ring fingers; a laceration to the left index finger; and a subsequent amputation of the left middle finger.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-0ec90da84c42,278a0cab418035f267f647d79b242c5178429543dce6771cc69f1d95fd36344f,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
